# mesh name: boxMesh_1
# primitive scorer name: dDep
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
31,3,0,0,0,0
31,4,0,0,0,0
31,5,0,0,0,0
31,6,0,0,0,0
31,7,0,0,0,0
31,8,0,9.919097305379225e-11,9.838849135358139e-21,1
31,9,0,1.468271723891393e-10,2.155821855179004e-20,1
31,10,0,0,0,0
31,11,0,0,0,0
31,12,0,0,0,0
31,13,0,0,0,0
31,14,0,0,0,0
31,15,0,0,0,0
31,16,0,0,0,0
31,17,0,2.168680042506248e-08,4.703173126764903e-16,1
31,18,0,0,0,0
31,19,0,0,0,0
31,20,0,1.514596524101024e-08,1.112488293316085e-16,5
31,21,0,9.089351112165465e-09,2.37007009660866e-17,4
31,22,0,3.054177267087051e-06,9.214026920160113e-12,6
31,23,0,2.972309459857941e-06,8.722471082327701e-12,4
31,24,0,1.172578289894255e-08,6.403131321366502e-17,3
31,25,0,1.453587666483664e-08,1.074848507674461e-16,2
31,26,0,3.241232714898213e-06,1.044998959306276e-11,3
31,27,0,2.480479624326721e-08,4.141130900379563e-16,2
31,28,0,3.627403873952867e-06,1.313701351380183e-11,3
31,29,0,1.538115457350053e-08,1.58288087836626e-16,2
31,30,0,0,0,0
31,31,0,1.300091291316935e-08,1.690237365758134e-16,1
31,32,0,0,0,0
31,33,0,3.7372197119416e-09,1.396681117532485e-17,1
31,34,0,0,0,0
31,35,0,3.335650403239708e-11,1.112656361263323e-21,1
31,36,0,9.044157523661312e-09,8.179678531279951e-17,1
31,37,0,8.6267725119916e-11,7.442120397365388e-21,1
31,38,0,0,0,0
31,39,0,0,0,0
31,40,0,0,0,0
31,41,0,0,0,0
31,42,0,0,0,0
31,43,0,0,0,0
31,44,0,0,0,0
31,45,0,0,0,0
31,46,0,2.614772985908975e-10,4.299498484096935e-20,2
31,47,0,0,0,0
31,48,0,0,0,0
31,49,0,0,0,0
31,50,0,1.120993323334146e-11,1.256626030959733e-22,1
32,0,0,1.120993323334146e-11,1.256626030959733e-22,1
32,1,0,0,0,0
32,2,0,0,0,0
32,3,0,0,0,0
32,4,0,0,0,0
32,5,0,0,0,0
32,6,0,0,0,0
32,7,0,0,0,0
32,8,0,0,0,0
32,9,0,0,0,0
32,10,0,0,0,0
32,11,0,0,0,0
32,12,0,0,0,0
32,13,0,0,0,0
32,14,0,1.407453519292173e-09,1.129360682841473e-18,3
32,15,0,0,0,0
32,16,0,0,0,0
32,17,0,1.18784645003353e-08,1.39719217142104e-16,2
32,18,0,2.926675665982623e-11,8.565430453854833e-22,1
32,19,0,4.691415793074728e-06,2.19611140069984e-11,3
32,20,0,4.340302451548901e-06,1.859518966645713e-11,6
32,21,0,6.028331492166986e-08,1.478683382870902e-15,4
32,22,0,2.921947419408956e-06,8.372092991711688e-12,5
32,23,0,2.86941602426012e-06,8.054926744993554e-12,3
32,24,0,9.808212226648642e-09,9.62010270829799e-17,1
32,25,0,2.641244487535264e-09,6.97617244293542e-18,1
32,26,0,4.008959750505207e-06,1.599332822057342e-11,5
32,27,0,3.233227911233671e-06,1.038406542442055e-11,5
32,28,0,2.742638896314676e-06,7.466396773664193e-12,3
32,29,0,3.693938550899218e-06,1.364518201781942e-11,1
32,30,0,5.805309064693279e-10,3.077641869017327e-19,2
32,31,0,2.866020901406321e-06,8.214075807297902e-12,1
32,32,0,1.312823077452835e-08,1.723504432692732e-16,1
32,33,0,0,0,0
32,34,0,0,0,0
32,35,0,0,0,0
32,36,0,0,0,0
32,37,0,0,0,0
32,38,0,0,0,0
32,39,0,0,0,0
32,40,0,0,0,0
32,41,0,1.822818059360261e-10,3.322665677529908e-20,1
32,42,0,0,0,0
32,43,0,0,0,0
32,44,0,0,0,0
32,45,0,0,0,0
32,46,0,0,0,0
32,47,0,0,0,0
32,48,0,0,0,0
32,49,0,0,0,0
32,50,0,9.26822514072906e-11,5.105442301966461e-21,4
33,0,0,1.120993323334146e-11,1.256626030959733e-22,1
33,1,0,0,0,0
33,2,0,0,0,0
33,3,0,0,0,0
33,4,0,0,0,0
33,5,0,0,0,0
33,6,0,1.334340468979356e-09,1.780464487156047e-18,1
33,7,0,0,0,0
33,8,0,0,0,0
33,9,0,0,0,0
33,10,0,0,0,0
33,11,0,0,0,0
33,12,0,0,0,0
33,13,0,0,0,0
33,14,0,1.308004130382748e-10,1.442754546307014e-20,2
33,15,0,0,0,0
33,16,0,0,0,0
33,17,0,3.023595888706065e-09,9.142132098200219e-18,1
33,18,0,3.359003064085468e-06,1.12478292998017e-11,2
33,19,0,3.342148639591352e-06,1.099744622079846e-11,5
33,20,0,1.502321977103616e-09,2.256971322888517e-18,1
33,21,0,0,0,0
33,22,0,6.102627747202261e-06,1.862164923576397e-11,2
33,23,0,3.194358448170472e-06,1.017822627974807e-11,2
33,24,0,3.304561766232531e-09,1.092012846684587e-17,1
33,25,0,6.816136225249069e-09,3.643241385344144e-17,2
33,26,0,1.678045814499433e-05,7.649548718207946e-11,4
33,27,0,4.095891413642302e-06,1.637000252449429e-11,3
33,28,0,3.174322617248769e-10,1.007632407837707e-19,1
33,29,0,5.882766705330298e-11,3.460694410934269e-21,1
33,30,0,0,0,0
33,31,0,0,0,0
33,32,0,0,0,0
33,33,0,0,0,0
33,34,0,0,0,0
33,35,0,0,0,0
33,36,0,0,0,0
33,37,0,0,0,0
33,38,0,0,0,0
33,39,0,0,0,0
33,40,0,0,0,0
33,41,0,0,0,0
33,42,0,0,0,0
33,43,0,0,0,0
33,44,0,0,0,0
33,45,0,0,0,0
33,46,0,0,0,0
33,47,0,0,0,0
33,48,0,0,0,0
33,49,0,0,0,0
33,50,0,0,0,0
34,0,0,0,0,0
34,1,0,0,0,0
34,2,0,0,0,0
34,3,0,0,0,0
34,4,0,3.969986540795249e-09,1.576079313409543e-17,1
34,5,0,0,0,0
34,6,0,0,0,0
34,7,0,1.245022730454726e-09,1.550081599348941e-18,1
34,8,0,0,0,0
34,9,0,0,0,0
34,10,0,1.013154021308039e-10,1.02648107089265e-20,1
34,11,0,0,0,0
34,12,0,2.210377563612521e-09,4.885768973721625e-18,1
34,13,0,0,0,0
34,14,0,0,0,0
34,15,0,0,0,0
34,16,0,0,0,0
34,17,0,2.938839475866652e-06,8.472632079578363e-12,2
34,18,0,4.134620132498317e-06,1.688115810617308e-11,3
34,19,0,1.711502557783178e-08,9.993070711290913e-17,3
34,20,0,2.536868435495814e-09,6.43570145901498e-18,1
34,21,0,1.86468198024652e-09,3.477038887456085e-18,1
34,22,0,1.624529594974104e-11,2.639096404946727e-22,1
34,23,0,1.413529353143535e-09,1.998065232198382e-18,1
34,24,0,3.0726170234183e-06,9.343576315557684e-12,2
34,25,0,1.531970700114642e-09,2.346934226009746e-18,1
34,26,0,1.757738967369141e-09,3.089646277407934e-18,1
34,27,0,5.384108885656665e-09,2.898862849260705e-17,1
34,28,0,0,0,0
34,29,0,0,0,0
34,30,0,0,0,0
34,31,0,0,0,0
34,32,0,0,0,0
34,33,0,4.759175173013567e-10,2.264974832742871e-19,1
34,34,0,3.07069706898698e-10,9.429180489485232e-20,1
34,35,0,0,0,0
34,36,0,0,0,0
34,37,0,0,0,0
34,38,0,0,0,0
34,39,0,0,0,0
34,40,0,0,0,0
34,41,0,0,0,0
34,42,0,0,0,0
34,43,0,7.376301036530146e-11,5.440981698151571e-21,1
34,44,0,0,0,0
34,45,0,0,0,0
34,46,0,0,0,0
34,47,0,0,0,0
34,48,0,0,0,0
34,49,0,0,0,0
34,50,0,0,0,0
35,0,0,0,0,0
35,1,0,0,0,0
35,2,0,0,0,0
35,3,0,0,0,0
35,4,0,0,0,0
35,5,0,0,0,0
35,6,0,7.151455997615344e-10,5.114332288582848e-19,1
35,7,0,1.025884457872449e-09,1.029690053554694e-18,2
35,8,0,0,0,0
35,9,0,0,0,0
35,10,0,0,0,0
35,11,0,2.605801920584866e-10,6.790203649323777e-20,1
35,12,0,0,0,0
35,13,0,2.355614582664516e-10,5.548920062061725e-20,1
35,14,0,0,0,0
35,15,0,0,0,0
35,16,0,0,0,0
35,17,0,0,0,0
35,18,0,7.033740197645787e-06,4.947350116797819e-11,1
35,19,0,0,0,0
35,20,0,2.193873019463576e-08,4.813078825530228e-16,1
35,21,0,1.601288032869544e-09,2.172911648287542e-18,2
35,22,0,0,0,0
35,23,0,0,0,0
35,24,0,0,0,0
35,25,0,0,0,0
35,26,0,0,0,0
35,27,0,8.958438826432173e-09,7.990061582944424e-17,2
35,28,0,3.071484862489049e-06,9.433950398470227e-12,2
35,29,0,5.823863181528062e-10,3.2602734139751e-19,2
35,30,0,0,0,0
35,31,0,0,0,0
35,32,0,0,0,0
35,33,0,0,0,0
35,34,0,8.187532809604214e-11,6.703569350834548e-21,1
35,35,0,0,0,0
35,36,0,1.120993323334146e-11,1.256626030959733e-22,1
35,37,0,3.405301234850908e-10,1.159607650007712e-19,1
35,38,0,0,0,0
35,39,0,0,0,0
35,40,0,0,0,0
35,41,0,0,0,0
35,42,0,0,0,0
35,43,0,0,0,0
35,44,0,0,0,0
35,45,0,0,0,0
35,46,0,0,0,0
35,47,0,0,0,0
35,48,0,0,0,0
35,49,0,1.965401801501646e-07,3.862804241345914e-14,1
35,50,0,4.223758567656235e-08,1.783066934079408e-15,2
36,0,0,0,0,0
36,1,0,0,0,0
36,2,0,0,0,0
36,3,0,0,0,0
36,4,0,0,0,0
36,5,0,0,0,0
36,6,0,0,0,0
36,7,0,0,0,0
36,8,0,0,0,0
36,9,0,0,0,0
36,10,0,0,0,0
36,11,0,0,0,0
36,12,0,0,0,0
36,13,0,6.940339397820891e-12,4.816831095694485e-23,1
36,14,0,1.647212651175703e-10,2.713309518193289e-20,1
36,15,0,0,0,0
36,16,0,0,0,0
36,17,0,0,0,0
36,18,0,7.070572292514928e-10,4.99929925436798e-19,1
36,19,0,1.120993323334146e-11,1.256626030959733e-22,1
36,20,0,0,0,0
36,21,0,0,0,0
36,22,0,4.203739977175829e-09,1.767142979570624e-17,1
36,23,0,0,0,0
36,24,0,0,0,0
36,25,0,0,0,0
36,26,0,0,0,0
36,27,0,0,0,0
36,28,0,8.28360916455013e-10,6.861818079101892e-19,1
36,29,0,2.030698735751572e-10,4.123737355383032e-20,1
36,30,0,0,0,0
36,31,0,0,0,0
36,32,0,0,0,0
36,33,0,0,0,0
36,34,0,2.083748796220757e-10,4.342009045751454e-20,1
36,35,0,0,0,0
36,36,0,0,0,0
36,37,0,0,0,0
36,38,0,0,0,0
36,39,0,1.120993323334146e-11,1.256626030959733e-22,1
36,40,0,4.081437473031009e-10,1.665813184626175e-19,1
36,41,0,0,0,0
36,42,0,0,0,0
36,43,0,0,0,0
36,44,0,0,0,0
36,45,0,0,0,0
36,46,0,0,0,0
36,47,0,0,0,0
36,48,0,0,0,0
36,49,0,0,0,0
36,50,0,1.120993323334146e-11,1.256626030959733e-22,1
37,0,0,0,0,0
37,1,0,0,0,0
37,2,0,0,0,0
37,3,0,0,0,0
37,4,0,0,0,0
37,5,0,0,0,0
37,6,0,0,0,0
37,7,0,0,0,0
37,8,0,0,0,0
37,9,0,0,0,0
37,10,0,2.004877462176012e-09,4.019533638341328e-18,1
37,11,0,0,0,0
37,12,0,0,0,0
37,13,0,0,0,0
37,14,0,0,0,0
37,15,0,0,0,0
37,16,0,0,0,0
37,17,0,5.342058051197845e-10,2.853758422236772e-19,1
37,18,0,0,0,0
37,19,0,0,0,0
37,20,0,0,0,0
37,21,0,6.61721687458664e-09,4.363945337181107e-17,2
37,22,0,3.187653039782795e-09,1.016113190203649e-17,1
37,23,0,0,0,0
37,24,0,0,0,0
37,25,0,0,0,0
37,26,0,0,0,0
37,27,0,0,0,0
37,28,0,0,0,0
37,29,0,0,0,0
37,30,0,0,0,0
37,31,0,0,0,0
37,32,0,0,0,0
37,33,0,0,0,0
37,34,0,0,0,0
37,35,0,0,0,0
37,36,0,0,0,0
37,37,0,0,0,0
37,38,0,0,0,0
37,39,0,0,0,0
37,40,0,0,0,0
37,41,0,0,0,0
37,42,0,0,0,0
37,43,0,0,0,0
37,44,0,0,0,0
37,45,0,0,0,0
37,46,0,0,0,0
37,47,0,0,0,0
37,48,0,0,0,0
37,49,0,0,0,0
37,50,0,0,0,0
38,0,0,2.241986646668292e-11,2.513252061919466e-22,2
38,1,0,0,0,0
38,2,0,0,0,0
38,3,0,0,0,0
38,4,0,0,0,0
38,5,0,0,0,0
38,6,0,0,0,0
38,7,0,0,0,0
38,8,0,5.26589112692431e-09,2.772960936062018e-17,1
38,9,0,0,0,0
38,10,0,0,0,0
38,11,0,0,0,0
38,12,0,0,0,0
38,13,0,0,0,0
38,14,0,0,0,0
38,15,0,1.411952784683386e-09,1.993610666175167e-18,1
38,16,0,0,0,0
38,17,0,0,0,0
38,18,0,0,0,0
38,19,0,0,0,0
38,20,0,2.949116146541531e-06,8.697286045791971e-12,1
38,21,0,5.097483582746262e-09,1.973409760323791e-17,2
38,22,0,0,0,0
38,23,0,0,0,0
38,24,0,0,0,0
38,25,0,0,0,0
38,26,0,0,0,0
38,27,0,0,0,0
38,28,0,3.720956472291229e-11,1.384551706868599e-21,1
38,29,0,0,0,0
38,30,0,0,0,0
38,31,0,0,0,0
38,32,0,0,0,0
38,33,0,0,0,0
38,34,0,0,0,0
38,35,0,1.406252407378252e-09,1.97754583325713e-18,1
38,36,0,0,0,0
38,37,0,0,0,0
38,38,0,0,0,0
38,39,0,0,0,0
38,40,0,0,0,0
38,41,0,0,0,0
38,42,0,0,0,0
38,43,0,0,0,0
38,44,0,0,0,0
38,45,0,0,0,0
38,46,0,0,0,0
38,47,0,0,0,0
38,48,0,0,0,0
38,49,0,0,0,0
38,50,0,1.120993323334146e-11,1.256626030959733e-22,1
39,0,0,1.215315414500505e-11,1.476991556722535e-22,1
39,1,0,0,0,0
39,2,0,0,0,0
39,3,0,0,0,0
39,4,0,0,0,0
39,5,0,0,0,0
39,6,0,0,0,0
39,7,0,0,0,0
39,8,0,0,0,0
39,9,0,0,0,0
39,10,0,0,0,0
39,11,0,0,0,0
39,12,0,0,0,0
39,13,0,0,0,0
39,14,0,0,0,0
39,15,0,0,0,0
39,16,0,0,0,0
39,17,0,0,0,0
39,18,0,0,0,0
39,19,0,0,0,0
39,20,0,0,0,0
39,21,0,2.547306688050188e-10,6.488771362985219e-20,1
39,22,0,0,0,0
39,23,0,0,0,0
39,24,0,0,0,0
39,25,0,3.238662230374513e-11,1.048893304245441e-21,1
39,26,0,0,0,0
39,27,0,0,0,0
39,28,0,2.187411832729867e-09,2.404913537315303e-18,2
39,29,0,0,0,0
39,30,0,0,0,0
39,31,0,0,0,0
39,32,0,0,0,0
39,33,0,0,0,0
39,34,0,0,0,0
39,35,0,0,0,0
39,36,0,0,0,0
39,37,0,0,0,0
39,38,0,0,0,0
39,39,0,0,0,0
39,40,0,0,0,0
39,41,0,0,0,0
39,42,0,0,0,0
39,43,0,0,0,0
39,44,0,0,0,0
39,45,0,0,0,0
39,46,0,0,0,0
39,47,0,0,0,0
39,48,0,0,0,0
39,49,0,0,0,0
39,50,0,0,0,0
40,0,0,0,0,0
40,1,0,0,0,0
40,2,0,0,0,0
40,3,0,0,0,0
40,4,0,0,0,0
40,5,0,0,0,0
40,6,0,0,0,0
40,7,0,0,0,0
40,8,0,0,0,0
40,9,0,0,0,0
40,10,0,0,0,0
40,11,0,0,0,0
40,12,0,0,0,0
40,13,0,0,0,0
40,14,0,0,0,0
40,15,0,0,0,0
40,16,0,0,0,0
40,17,0,8.932009497744416e-12,7.978079366779645e-23,1
40,18,0,0,0,0
40,19,0,0,0,0
40,20,0,2.004605365263369e-10,2.111980848609163e-20,2
40,21,0,2.781092247690467e-11,7.734474090164015e-22,1
40,22,0,0,0,0
40,23,0,0,0,0
40,24,0,0,0,0
40,25,0,0,0,0
40,26,0,0,0,0
40,27,0,0,0,0
40,28,0,0,0,0
40,29,0,0,0,0
40,30,0,0,0,0
40,31,0,0,0,0
40,32,0,0,0,0
40,33,0,0,0,0
40,34,0,0,0,0
40,35,0,0,0,0
40,36,0,0,0,0
40,37,0,0,0,0
40,38,0,0,0,0
40,39,0,0,0,0
40,40,0,0,0,0
40,41,0,9.733418360765663e-10,9.473943298569015e-19,1
40,42,0,0,0,0
40,43,0,0,0,0
40,44,0,0,0,0
40,45,0,0,0,0
40,46,0,0,0,0
40,47,0,0,0,0
40,48,0,0,0,0
40,49,0,0,0,0
40,50,0,0,0,0
41,0,0,0,0,0
41,1,0,0,0,0
41,2,0,0,0,0
41,3,0,0,0,0
41,4,0,0,0,0
41,5,0,0,0,0
41,6,0,0,0,0
41,7,0,0,0,0
41,8,0,0,0,0
41,9,0,0,0,0
41,10,0,0,0,0
41,11,0,3.76596959797498e-10,1.418252701287184e-19,1
41,12,0,1.120993323334146e-11,1.256626030959733e-22,1
41,13,0,8.412166190065302e-11,7.076454000927777e-21,1
41,14,0,0,0,0
41,15,0,0,0,0
41,16,0,0,0,0
41,17,0,0,0,0
41,18,0,0,0,0
41,19,0,0,0,0
41,20,0,0,0,0
41,21,0,0,0,0
41,22,0,0,0,0
41,23,0,7.785100981909e-11,6.060779729852048e-21,1
41,24,0,0,0,0
41,25,0,3.40308660162552e-11,1.158099841816313e-21,1
41,26,0,1.120993323334146e-11,1.256626030959733e-22,1
41,27,0,0,0,0
41,28,0,0,0,0
41,29,0,0,0,0
41,30,0,0,0,0
41,31,0,0,0,0
41,32,0,0,0,0
41,33,0,0,0,0
41,34,0,4.466794657097914e-10,1.995225450867847e-19,1
41,35,0,0,0,0
41,36,0,0,0,0
41,37,0,0,0,0
41,38,0,1.120993323334146e-11,1.256626030959733e-22,1
41,39,0,2.958299742446771e-11,8.75153736616063e-22,1
41,40,0,0,0,0
41,41,0,0,0,0
41,42,0,0,0,0
41,43,0,0,0,0
41,44,0,1.44683271562025e-10,2.093324906989069e-20,1
41,45,0,0,0,0
41,46,0,0,0,0
41,47,0,0,0,0
41,48,0,0,0,0
41,49,0,6.369890803000636e-11,4.057550884215209e-21,1
41,50,0,1.120993323334146e-11,1.256626030959733e-22,1
42,0,0,0,0,0
42,1,0,0,0,0
42,2,0,0,0,0
42,3,0,0,0,0
42,4,0,0,0,0
42,5,0,0,0,0
42,6,0,0,0,0
42,7,0,0,0,0
42,8,0,0,0,0
42,9,0,0,0,0
42,10,0,0,0,0
42,11,0,0,0,0
42,12,0,0,0,0
42,13,0,0,0,0
42,14,0,0,0,0
42,15,0,1.120993323334146e-11,1.256626030959733e-22,1
42,16,0,0,0,0
42,17,0,0,0,0
42,18,0,3.264669886007029e-11,1.065806946460115e-21,1
42,19,0,5.331973205282555e-10,2.842993826185112e-19,1
42,20,0,0,0,0
42,21,0,0,0,0
42,22,0,1.047717919816865e-10,1.097712839505378e-20,1
42,23,0,0,0,0
42,24,0,0,0,0
42,25,0,0,0,0
42,26,0,1.020969956181382e-09,1.042379651425012e-18,1
42,27,0,0,0,0
42,28,0,0,0,0
42,29,0,0,0,0
42,30,0,0,0,0
42,31,0,0,0,0
42,32,0,0,0,0
42,33,0,0,0,0
42,34,0,6.786156177694662e-11,4.605191566806343e-21,1
42,35,0,0,0,0
42,36,0,0,0,0
42,37,0,4.03838842598476e-11,1.630858107912767e-21,1
42,38,0,5.481355709255365e-10,3.004526041138639e-19,1
42,39,0,0,0,0
42,40,0,0,0,0
42,41,0,0,0,0
42,42,0,0,0,0
42,43,0,0,0,0
42,44,0,0,0,0
42,45,0,0,0,0
42,46,0,0,0,0
42,47,0,0,0,0
42,48,0,0,0,0
42,49,0,0,0,0
42,50,0,0,0,0
43,0,0,1.137370693433787e-11,1.293612094282053e-22,1
43,1,0,0,0,0
43,2,0,0,0,0
43,3,0,0,0,0
43,4,0,0,0,0
43,5,0,0,0,0
43,6,0,0,0,0
43,7,0,0,0,0
43,8,0,0,0,0
43,9,0,0,0,0
43,10,0,0,0,0
43,11,0,0,0,0
43,12,0,0,0,0
43,13,0,0,0,0
43,14,0,7.118265595899556e-10,5.066970509376726e-19,1
43,15,0,0,0,0
43,16,0,0,0,0
43,17,0,0,0,0
43,18,0,0,0,0
43,19,0,0,0,0
43,20,0,0,0,0
43,21,0,0,0,0
43,22,0,0,0,0
43,23,0,0,0,0
43,24,0,0,0,0
43,25,0,0,0,0
43,26,0,0,0,0
43,27,0,0,0,0
43,28,0,0,0,0
43,29,0,0,0,0
43,30,0,0,0,0
43,31,0,0,0,0
43,32,0,0,0,0
43,33,0,8.182497406523779e-11,6.695326380776837e-21,1
43,34,0,0,0,0
43,35,0,0,0,0
43,36,0,0,0,0
43,37,0,1.920579188427893e-10,3.688624419022344e-20,1
43,38,0,0,0,0
43,39,0,0,0,0
43,40,0,0,0,0
43,41,0,0,0,0
43,42,0,0,0,0
43,43,0,0,0,0
43,44,0,0,0,0
43,45,0,0,0,0
43,46,0,0,0,0
43,47,0,0,0,0
43,48,0,0,0,0
43,49,0,0,0,0
43,50,0,1.120993323334146e-11,1.256626030959733e-22,1
44,0,0,0,0,0
44,1,0,0,0,0
44,2,0,0,0,0
44,3,0,0,0,0
44,4,0,0,0,0
44,5,0,0,0,0
44,6,0,0,0,0
44,7,0,0,0,0
44,8,0,0,0,0
44,9,0,0,0,0
44,10,0,5.718882838933122e-10,3.270562092544376e-19,1
44,11,0,1.120993323334146e-11,1.256626030959733e-22,1
44,12,0,0,0,0
44,13,0,0,0,0
44,14,0,0,0,0
44,15,0,0,0,0
44,16,0,2.111272050407915e-10,4.457469670833644e-20,1
44,17,0,0,0,0
44,18,0,0,0,0
44,19,0,0,0,0
44,20,0,0,0,0
44,21,0,0,0,0
44,22,0,0,0,0
44,23,0,0,0,0
44,24,0,0,0,0
44,25,0,0,0,0
44,26,0,0,0,0
44,27,0,0,0,0
44,28,0,0,0,0
44,29,0,0,0,0
44,30,0,0,0,0
44,31,0,0,0,0
44,32,0,0,0,0
44,33,0,1.120993323334146e-11,1.256626030959733e-22,1
44,34,0,0,0,0
44,35,0,0,0,0
44,36,0,0,0,0
44,37,0,0,0,0
44,38,0,0,0,0
44,39,0,0,0,0
44,40,0,0,0,0
44,41,0,0,0,0
44,42,0,0,0,0
44,43,0,0,0,0
44,44,0,0,0,0
44,45,0,0,0,0
44,46,0,6.453409252450253e-10,4.164649097961054e-19,1
44,47,0,0,0,0
44,48,0,0,0,0
44,49,0,0,0,0
44,50,0,0,0,0
45,0,0,0,0,0
45,1,0,0,0,0
45,2,0,0,0,0
45,3,0,0,0,0
45,4,0,0,0,0
45,5,0,0,0,0
45,6,0,0,0,0
45,7,0,0,0,0
45,8,0,0,0,0
45,9,0,0,0,0
45,10,0,0,0,0
45,11,0,0,0,0
45,12,0,0,0,0
45,13,0,0,0,0
45,14,0,0,0,0
45,15,0,0,0,0
45,16,0,0,0,0
45,17,0,0,0,0
45,18,0,0,0,0
45,19,0,0,0,0
45,20,0,0,0,0
45,21,0,0,0,0
45,22,0,0,0,0
45,23,0,0,0,0
45,24,0,0,0,0
45,25,0,0,0,0
45,26,0,0,0,0
45,27,0,0,0,0
45,28,0,0,0,0
45,29,0,0,0,0
45,30,0,0,0,0
45,31,0,0,0,0
45,32,0,2.042517042237287e-10,4.171875867829757e-20,1
45,33,0,0,0,0
45,34,0,0,0,0
45,35,0,0,0,0
45,36,0,0,0,0
45,37,0,0,0,0
45,38,0,0,0,0
45,39,0,0,0,0
45,40,0,0,0,0
45,41,0,0,0,0
45,42,0,0,0,0
45,43,0,0,0,0
45,44,0,0,0,0
45,45,0,2.444676341869545e-10,5.976442416496661e-20,1
45,46,0,0,0,0
45,47,0,0,0,0
45,48,0,0,0,0
45,49,0,0,0,0
45,50,0,0,0,0
46,0,0,0,0,0
46,1,0,0,0,0
46,2,0,0,0,0
46,3,0,0,0,0
46,4,0,0,0,0
46,5,0,0,0,0
46,6,0,0,0,0
46,7,0,0,0,0
46,8,0,0,0,0
46,9,0,0,0,0
46,10,0,0,0,0
46,11,0,0,0,0
46,12,0,0,0,0
46,13,0,6.347503749386087e-10,4.029080384847044e-19,1
46,14,0,1.120993323334146e-11,1.256626030959733e-22,1
46,15,0,6.842337063283721e-10,4.681757648758611e-19,1
46,16,0,0,0,0
46,17,0,0,0,0
46,18,0,0,0,0
46,19,0,0,0,0
46,20,0,0,0,0
46,21,0,0,0,0
46,22,0,0,0,0
46,23,0,0,0,0
46,24,0,0,0,0
46,25,0,0,0,0
46,26,0,0,0,0
46,27,0,0,0,0
46,28,0,0,0,0
46,29,0,9.05017239127572e-10,8.19056203118093e-19,1
46,30,0,0,0,0
46,31,0,0,0,0
46,32,0,0,0,0
46,33,0,0,0,0
46,34,0,0,0,0
46,35,0,0,0,0
46,36,0,0,0,0
46,37,0,0,0,0
46,38,0,0,0,0
46,39,0,0,0,0
46,40,0,0,0,0
46,41,0,5.254291998363578e-09,2.760758440406751e-17,1
46,42,0,0,0,0
46,43,0,0,0,0
46,44,0,0,0,0
46,45,0,0,0,0
46,46,0,0,0,0
46,47,0,0,0,0
46,48,0,0,0,0
46,49,0,0,0,0
46,50,0,1.120993323334146e-11,1.256626030959733e-22,1
47,0,0,1.120993323334146e-11,1.256626030959733e-22,1
47,1,0,0,0,0
47,2,0,0,0,0
47,3,0,0,0,0
47,4,0,0,0,0
47,5,0,0,0,0
47,6,0,0,0,0
47,7,0,4.324332610399888e-10,1.869985252536791e-19,1
47,8,0,0,0,0
47,9,0,1.190491765771038e-10,1.417270644368644e-20,1
47,10,0,0,0,0
47,11,0,0,0,0
47,12,0,0,0,0
47,13,0,1.390510033426177e-07,1.933518153058867e-14,1
47,14,0,0,0,0
47,15,0,0,0,0
47,16,0,0,0,0
47,17,0,0,0,0
47,18,0,0,0,0
47,19,0,0,0,0
47,20,0,0,0,0
47,21,0,0,0,0
47,22,0,0,0,0
47,23,0,0,0,0
47,24,0,0,0,0
47,25,0,1.986120367746943e-10,3.944674115179251e-20,1
47,26,0,0,0,0
47,27,0,0,0,0
47,28,0,0,0,0
47,29,0,0,0,0
47,30,0,0,0,0
47,31,0,0,0,0
47,32,0,0,0,0
47,33,0,0,0,0
47,34,0,0,0,0
47,35,0,0,0,0
47,36,0,0,0,0
47,37,0,0,0,0
47,38,0,0,0,0
47,39,0,0,0,0
47,40,0,0,0,0
47,41,0,0,0,0
47,42,0,0,0,0
47,43,0,0,0,0
47,44,0,0,0,0
47,45,0,0,0,0
47,46,0,0,0,0
47,47,0,0,0,0
47,48,0,0,0,0
47,49,0,5.047344700876841e-11,2.547568852946952e-21,1
47,50,0,2.241986646668292e-11,2.513252061919466e-22,2
48,0,0,0,0,0
48,1,0,0,0,0
48,2,0,0,0,0
48,3,0,0,0,0
48,4,0,0,0,0
48,5,0,0,0,0
48,6,0,0,0,0
48,7,0,0,0,0
48,8,0,0,0,0
48,9,0,0,0,0
48,10,0,0,0,0
48,11,0,0,0,0
48,12,0,0,0,0
48,13,0,0,0,0
48,14,0,0,0,0
48,15,0,0,0,0
48,16,0,0,0,0
48,17,0,0,0,0
48,18,0,0,0,0
48,19,0,0,0,0
48,20,0,0,0,0
48,21,0,3.821800152834181e-08,1.460615640820337e-15,1
48,22,0,1.887442346745641e-08,3.562438612288692e-16,1
48,23,0,0,0,0
48,24,0,0,0,0
48,25,0,0,0,0
48,26,0,0,0,0
48,27,0,0,0,0
48,28,0,0,0,0
48,29,0,1.798533080385616e-09,3.234721241241372e-18,1
48,30,0,1.120993323334146e-11,1.256626030959733e-22,1
48,31,0,0,0,0
48,32,0,0,0,0
48,33,0,6.170090996796826e-10,3.807002290875326e-19,1
48,34,0,0,0,0
48,35,0,0,0,0
48,36,0,0,0,0
48,37,0,0,0,0
48,38,0,0,0,0
48,39,0,0,0,0
48,40,0,0,0,0
48,41,0,0,0,0
48,42,0,0,0,0
48,43,0,0,0,0
