name,ekin_MeV,posX_mm,posY_mm,posZ_mm,momX,momY,momZ,process
gamma,0.00592035,-0.00116532,-0.00149525,-49.896,-0.226918,0.414938,0.881099,eBrem
e-,1.4232,0.395146,-0.465322,-45.1607,-0.171245,0.100642,0.980075,eIoni
gamma,0.00351165,2.5928,-1.29653,-42.6325,0.858282,-0.127568,0.49707,eBrem
gamma,0.0209312,9.19813,-0.834031,-38.0668,0.648701,-0.271468,0.71098,eBrem
e-,0.0203932,34.2652,-11.3241,-10.5932,-0.712458,-0.643893,0.278937,phot
e-,0.00297365,2.8947,-1.3414,-42.4576,0.437121,-0.882132,0.175409,phot
e-,0.00538235,-0.0390415,0.0677644,-49.7489,0.989657,0.0478221,0.135252,phot
e-,0.356631,0.101152,0.00319621,-46.0185,0.48926,-0.659306,0.570912,eIoni
gamma,0.00494235,-0.872342,1.5276,-34.4382,-0.227101,0.143834,0.963191,eBrem
gamma,0.0897499,-1.76699,2.80493,-30.2628,-0.6164,0.343362,0.708628,eBrem
e-,0.0210675,-21.3535,13.7155,-7.74565,-0.830856,0.19364,0.521711,compt
e-,0.00790272,-2.90594,14.6937,-11.2126,0.79671,0.467481,0.383033,compt
e-,0.00440435,-1.10287,1.6736,-33.4605,0.72951,0.284646,0.621926,phot
e-,0.00125719,0.00107855,0.00459519,-95.6688,0.973518,-0.210702,0.0886951,eIoni
e-,0.00204721,-0.143506,-0.0402591,-79.2756,0.996137,0.0231558,0.0847013,eIoni
gamma,0.00434662,-0.668572,0.105219,-44.6598,-0.506183,-0.276337,0.816956,eBrem
e-,0.00380862,-0.800067,0.033433,-44.4476,0.51664,-0.00956039,0.85615,phot
e-,0.00234911,-0.000861524,-0.00188999,-91.5022,-0.992451,0.119887,0.0258363,eIoni
gamma,0.245159,0.973416,5.06596,-38.3841,0.0842765,0.653907,0.751867,eBrem
gamma,0.00313841,1.16893,11.0462,-32.8519,-0.0560561,0.707406,0.704581,eBrem
gamma,0.192748,0.13302,16.2012,-29.5147,0.797769,0.60141,-0.0432548,eBrem
e-,0.0181064,24.7195,34.7361,-30.8478,0.759974,-0.279247,-0.586908,compt
e-,0.00260041,1.16715,11.0688,-32.8294,0.242337,0.773064,-0.586213,phot
e-,0.114772,1.5087,9.21929,-33.6085,0.127608,0.788039,0.602254,compt
e-,0.0433023,-1.43008,-7.76722,-37.9408,0.015273,-0.910252,-0.413774,compt
e-,0.0167739,-24.2368,46.4886,8.98983,-0.459527,0.369365,0.807716,compt
e-,0.00433961,-0.000897999,-0.00116281,-99.2458,0.634234,-0.772805,0.0227709,eIoni
gamma,2.97178,-0.441534,0.758286,-44.8009,-0.189093,0.373611,0.908107,eBrem
e-,0.470764,0.0669163,-0.0494339,-44.4419,0.769187,0.251322,0.587528,eIoni
gamma,0.00853497,-0.108297,-0.219505,-43.0978,-0.179554,-0.265273,0.947307,eBrem
gamma,0.0551592,3.79856,-2.76067,-36.1689,0.719553,-0.304948,0.623899,eBrem
gamma,0.0164136,6.47186,-9.89917,-32.9154,0.371413,-0.356784,0.85718,eBrem
e-,0.0158756,7.70533,-11.0841,-30.0687,0.712598,-0.343295,-0.611843,phot
e-,0.00676244,20.8589,-9.99088,-21.3765,0.372686,-0.0255035,0.927607,compt
e-,0.00250201,23.7896,-15.8956,-41.4654,0.742121,-0.586202,-0.324998,compt
e-,0.00799697,-0.222697,-0.388521,-42.4943,0.791177,-0.421394,0.443244,phot
e-,0.00170849,-0.296428,-0.453787,-72.0308,-0.345616,0.932356,-0.106122,eIoni
e-,0.00117653,-0.340568,-0.793364,-64.7159,-0.564872,0.822872,0.0616571,eIoni
gamma,0.00663802,-0.370238,-1.65528,-49.5502,-0.0717649,0.0375618,0.996714,eBrem
e-,0.00610002,-0.4283,-1.62489,-48.7438,0.965049,-0.255312,-0.0591277,phot
gamma,0.0121664,1.40051,0.34898,-41.9246,0.373427,0.215924,0.90218,eBrem
gamma,1.37764,2.9801,2.50014,-38.3394,0.407055,0.336495,0.849163,eBrem
e-,0.561578,19.7299,16.3465,-3.39742,0.62129,0.682477,0.384998,compt
e-,0.618829,19.7105,13.8445,7.09412,0.0123303,-0.29799,0.954489,compt
e-,0.0125259,17.572,28.3738,-14.1666,-0.839202,0.543453,-0.019995,compt
e-,0.0487912,27.5264,34.3979,-34.0971,0.831734,0.382362,-0.402516,compt
e-,0.0452351,19.3739,31.5298,-39.0321,-0.880433,-0.119435,-0.458883,compt
e-,0.0116284,5.99572,3.00603,-30.8227,-0.650741,0.705921,0.279662,phot
e-,0.00137964,-0.231526,0.334478,-61.7415,-0.885864,-0.461029,-0.0519227,eIoni
gamma,0.0236263,2.44166,-7.45207,-38.5212,-0.135467,-0.63442,0.761025,eBrem
e-,0.0230883,-0.216273,-19.8997,-23.5895,0.483585,-0.698277,0.527783,phot
e-,0.00105954,-0.000442122,-0.000561608,-99.1483,-0.973679,-0.0248508,0.226563,eIoni
gamma,0.039658,-0.309896,-2.33872,-34.3999,0.148411,0.00894161,0.988885,eBrem
gamma,0.00465631,-3.59206,-8.99151,-24.2663,-0.775099,0.179193,-0.605897,eBrem
e-,0.00411831,-3.69764,-8.9671,-24.3488,-0.163944,0.17019,-0.971678,phot
e-,0.00441698,3.8246,-2.08962,-6.85118,0.296019,0.0648441,0.952978,compt
e-,0.0010433,0.340379,-0.00178599,-52.4712,0.0407201,-0.991791,0.12121,eIoni
e-,0.656692,0.389238,-0.0315786,-49.0121,-0.498234,0.521634,0.692575,eIoni
e-,0.0321092,0.118023,0.208301,-52.4424,0.692029,-0.70301,0.163927,eIoni
e-,0.984719,-0.513107,-0.916941,-45.5772,0.256881,-0.668656,0.697791,eIoni
e-,1.39338,4.72288,5.84421,-38.1678,0.447784,-0.00585849,0.894122,eIoni
gamma,0.0449615,4.87626,5.80554,-37.7823,-0.086599,0.534369,-0.840804,eBrem
e-,0.358838,-0.0177153,0.0366605,-48.9659,-0.814825,0.302179,0.49472,eIoni
gamma,0.0144891,-0.13123,0.451953,-44.5133,-0.188967,0.0785158,0.97884,eBrem
e-,1.64713,-0.622185,0.58911,-40.3531,-0.469619,-0.106525,0.876419,eIoni
e-,0.0139511,-0.842511,0.74749,-40.8289,0.945479,-0.113474,-0.305276,phot
e-,0.680225,-0.611904,-0.343953,-38.1618,-0.28339,0.533009,0.79724,eIoni
gamma,0.132988,5.26067,2.57323,-25.349,-0.175674,0.981944,0.0701771,eBrem
e-,0.00117468,-0.00601938,0.017431,-81.6615,0.910962,-0.404533,-0.0806374,eIoni
gamma,0.00478379,-3.71153,4.07959,-28.2447,-0.0650165,0.527479,0.847077,eBrem
gamma,0.0372257,-3.68293,4.685,-27.5044,-0.27436,0.608372,0.744722,eBrem
e-,0.0366877,-11.4868,21.9895,-6.32149,0.979275,-0.0279092,0.200605,phot
e-,0.00424579,-3.75036,4.39468,-27.7387,0.710835,0.259356,0.653795,phot
e-,0.0114114,0.580879,0.346487,-52.1575,0.722255,-0.683751,0.10408,eIoni
e-,0.52525,0.363631,0.262386,-44.8326,0.724503,0.034145,0.688426,eIoni
e-,0.00184724,0.0394841,0.0996574,-65.8755,-0.509581,0.86002,0.0263349,eIoni
e-,0.850336,0.1306,0.102111,-49.9079,0.224769,-0.623947,0.748445,eIoni
gamma,0.0570885,3.48649,1.4239,-43.6979,0.489558,0.0587039,0.869993,eBrem
e-,0.00101629,0.345463,-0.142462,-50.3794,-0.966831,-0.252162,0.0406458,eIoni
gamma,0.00549415,0.0579269,0.292212,-47.3967,0.0760332,0.218669,0.972832,eBrem
gamma,2.1533,0.000820275,0.508066,-46.0486,-0.108245,0.130734,0.985491,eBrem
e-,0.00495615,0.114302,0.454346,-46.6754,0.210333,0.761193,0.61347,phot
e-,0.0023771,-0.00520157,0.00554531,-95.2331,0.993201,0.0925663,0.0705867,eIoni
gamma,0.00464355,-0.365852,-0.100801,-46.9069,-0.00736083,-0.160071,0.987078,eBrem
e-,0.402562,7.08075,0.81936,-25.077,0.863436,0.493144,0.106244,eIoni
e-,0.00410555,-0.366025,-0.104572,-46.8837,0.334114,0.802527,0.494286,phot
e-,0.00107837,-0.0362388,-0.00679888,-84.1893,0.631056,-0.775681,-0.00938574,eIoni
gamma,0.00451548,-1.23342,-3.10451,-35.5679,0.177842,-0.227334,0.95744,eBrem
e-,0.00397748,-1.21761,-3.12471,-35.4828,0.718999,-0.494812,0.488059,phot
e-,0.461492,-0.699653,-0.0698584,-45.0199,0.583701,0.305269,0.752399,eIoni
e-,0.742292,-2.69183,-1.40443,-34.4626,0.257895,-0.458438,0.850485,eIoni
e-,1.04465,-12.8473,-2.64177,-42.9928,-0.653462,0.179292,0.735419,eIoni
e-,0.00344534,0.467508,-0.470203,-64.553,-0.773801,0.615394,0.150072,eIoni
e-,0.378891,0.586358,-1.12302,-47.862,-0.100086,-0.851172,0.515256,eIoni
e-,0.00133387,-0.153778,0.0429474,-70.5379,0.708147,0.700534,-0.0882064,eIoni
gamma,0.00367624,-0.242937,0.623878,-45.082,0.100826,-0.0569861,0.993271,eBrem
gamma,0.0386977,-0.513062,0.891996,-42.554,-0.550619,0.251002,0.796126,eBrem
gamma,0.558067,-0.592932,1.02341,-41.7732,-0.0672321,0.215996,0.974077,eBrem
e-,0.375175,-3.12752,9.16627,-5.05137,-0.179953,0.229254,0.956588,compt
e-,0.0518583,6.24586,4.9135,-20.4502,0.522494,0.344295,-0.780039,compt
e-,0.000223633,-9.83176,5.41882,-28.9896,0.364498,0.930108,0.0451741,compt
e-,0.0379069,-18.66,6.22185,-18.2106,0.11232,-0.152606,0.981884,phot
e-,0.00313824,-0.197707,0.598314,-44.6364,-0.052577,-0.996615,0.063198,phot
e-,0.00105287,-0.142069,2.88548,-65.7475,-0.978205,0.135053,0.157722,eIoni
e-,0.575749,6.31933,-0.3814,-34.8935,0.56554,0.725861,0.391523,eIoni
e-,0.403989,-0.0160655,0.0148743,-49.7333,0.534609,0.620613,0.573614,eIoni
e-,0.610354,-4.56069,-4.28061,-35.8615,-0.397076,0.401203,0.82545,eIoni
gamma,0.728225,1.85418,-0.462682,-38.5412,-0.644725,0.61174,0.458371,eBrem
e-,0.481699,-4.20211,5.28376,-34.2355,-0.691458,0.390462,0.607803,compt
e-,0.00699347,0.470546,9.71843,-41.4549,0.950481,-0.0877635,0.298132,compt
e-,0.00105519,1.3598,12.5961,-46.4411,0.582424,0.728764,0.36012,compt
gamma,0.026539,-12.3412,8.28121,-30.7366,0.669068,0.314831,0.673223,eBrem
e-,0.026001,17.3009,22.2294,-0.910445,0.810362,-0.00354298,0.585919,phot
e-,0.680677,0.519097,-0.191904,-45.166,0.739878,-0.451604,0.498633,eIoni
gamma,0.048916,0.391711,-0.66016,-40.3181,-0.415491,-0.173543,0.892888,eBrem
e-,0.0078221,-14.6324,-6.93548,-8.03123,-0.319406,-0.140882,0.937087,compt
e-,0.00553491,-7.89133,-3.57959,-40.956,0.236618,0.286685,-0.928345,compt
e-,0.00102186,-18.0057,-19.0834,-12.1278,0.554304,0.144942,0.819597,compt
e-,0.00334265,-30.5692,-30.2705,-9.25182,-0.403743,-0.913476,-0.0505318,compt
e-,4.1776e-05,-31.563,2.66561,-1.5618,0.610694,-0.350386,0.710128,compt
e-,0.00170065,-39.7851,39.949,-1.79557,-0.726581,0.525202,-0.442994,compt
e-,0.0288162,-26.5352,43.9322,8.09787,-0.186188,-0.325663,0.926972,phot
e-,0.00105506,-0.0124319,0.0614284,-83.2254,0.927343,0.371178,0.0475666,eIoni
e-,0.00244461,0.120545,-0.123592,-55.2806,-0.472976,-0.876811,0.0865821,eIoni
e-,0.524632,-8.21072,-4.86159,-28.4088,0.164171,0.59016,0.790417,eIoni
e-,0.527451,-0.397709,0.256238,-45.3174,-0.331287,-0.628854,0.703414,eIoni
e-,0.0010029,0.00630672,0.00724974,-95.4333,0.348444,-0.936736,-0.0333475,eIoni
gamma,0.04145,-0.705852,-0.184141,-44.5216,-0.395837,-0.170048,0.90244,eBrem
e-,0.664199,-1.82511,-1.93491,-41.1817,-0.739591,-0.0714498,0.669254,eIoni
gamma,0.311945,-1.39729,-12.5386,-33.93,0.662748,-0.51675,0.541972,eBrem
e-,0.040912,-13.4712,-5.66804,-15.4188,0.27349,-0.835825,-0.476024,phot
e-,0.730882,3.48267,-0.129916,-39.781,-0.050512,-0.354155,0.933822,eIoni
e-,0.891887,5.6213,-1.02677,-37.4987,0.515854,-0.691792,0.50529,eIoni
gamma,0.0138391,-0.275636,0.2598,-46.0611,-0.0939083,0.263795,0.959997,eBrem
gamma,0.330051,-2.62902,1.91555,-39.4705,-0.158869,0.0747692,0.984464,eBrem
e-,0.144165,-9.47761,5.13874,2.96823,-0.565112,-0.051795,0.823387,compt
e-,0.00318031,8.58987,9.81959,1.65023,0.125739,-0.58282,-0.802814,compt
e-,0.0112557,45.1079,25.2928,7.04926,0.066509,0.627359,0.775885,compt
e-,0.0133011,-0.313162,0.365213,-45.6775,-0.903867,-0.0771592,-0.420799,phot
e-,0.375444,-0.352809,-0.0739522,-45.563,-0.0634589,0.774323,0.629601,eIoni
e-,0.580868,-0.311752,-0.348182,-44.1045,-0.621483,0.0348234,0.782653,eIoni
gamma,0.0152276,1.68865,-2.65638,-39.8056,0.614931,-0.577864,0.536594,eBrem
e-,0.390662,2.96454,-4.6506,-38.5649,0.178302,-0.837206,-0.517005,eIoni
e-,0.808148,3.84947,-8.23855,-36.7056,-0.0327375,-0.691413,0.721718,eIoni
gamma,0.00328246,2.91937,-4.98743,-38.9815,-0.0524744,-0.18576,-0.981193,eBrem
e-,0.00274446,2.91259,-5.01144,-39.1083,0.904681,-0.0248419,0.425366,phot
e-,0.0146896,6.45153,-7.13217,-35.6495,-0.773421,-0.307206,0.554477,phot
gamma,0.0097557,-10.8852,3.36326,-26.899,0.452471,-0.818006,-0.355157,eBrem
e-,0.00972722,-10.4499,2.57626,-27.2407,-0.636957,-0.567734,-0.521501,phot
e-,0.662438,-0.418296,-0.308713,-44.0643,0.577604,-0.28187,0.766109,eIoni
e-,0.679797,-9.83068,1.56263,-33.4279,-0.905671,0.311329,0.287808,eIoni
gamma,0.00953047,-11.4273,1.05294,-33.637,-0.696428,-0.7101,-0.103658,eBrem
e-,0.00899247,-12.3381,0.124273,-33.7725,0.837429,-0.459707,-0.295606,phot
e-,0.00863452,0.100488,0.0076865,-78.525,-0.560633,0.827669,-0.0255882,eIoni
e-,0.364882,-1.84993,0.09306,-39.1099,-0.310326,-0.673164,0.671228,eIoni
e-,0.00274092,-0.113074,0.0904626,-78.8752,0.763588,-0.6422,0.0671766,eIoni
e-,0.439064,12.708,-1.98671,-34.0649,-0.300425,0.41363,0.85945,eIoni
e-,0.00911164,0.0372286,-0.117009,-76.2199,0.7416,0.667778,0.0640494,eIoni
gamma,0.0502617,-1.98311,-2.16664,-41.4899,-0.535398,-0.471862,0.700497,eBrem
gamma,0.00449449,-4.62672,-11.5919,-30.3109,-0.10096,-0.471661,0.875981,eBrem
e-,0.00395649,-4.64537,-11.679,-30.1491,-0.131142,0.560401,0.817773,phot
e-,0.000611801,-32.3219,-18.4768,19.7977,-0.921131,-0.376681,0.0981269,compt
e-,0.0016973,0.385657,0.676007,-75.9836,0.959192,0.258577,0.114402,eIoni
e-,0.0204126,0.0934465,0.0931591,-80.7944,-0.847997,0.513983,0.129312,eIoni
e-,0.00142141,0.524854,0.150625,-67.2307,0.189597,0.978165,0.0851225,eIoni
gamma,0.00939384,1.43517,0.150611,-35.4603,-0.288861,-0.530674,0.796834,eBrem
e-,0.00885584,0.786661,-1.04078,-33.6714,-0.411978,-0.790015,0.454038,phot
e-,0.84023,0.140167,0.00672047,-46.6215,0.474871,-0.498102,0.725528,eIoni
e-,1.28332,0.103,0.128619,-45.4412,-0.578964,-0.0203178,0.8151,eIoni
e-,0.782381,-0.0672833,1.96398,-33.7899,0.676963,-0.101027,0.72905,eIoni
e-,0.609537,-0.216763,2.89371,-32.0104,-0.126252,0.689502,0.713195,eIoni
e-,0.358095,-0.524792,2.77763,-31.6205,0.134323,-0.00782923,0.990907,eIoni
e-,0.455468,-10.7935,-9.53065,-34.5148,-0.350574,-0.642028,0.681835,eIoni
gamma,0.148534,0.499951,0.19656,-46.2163,0.202766,0.124373,0.971297,eBrem
gamma,0.0702458,3.62734,5.10091,-23.1579,-0.719975,0.437627,0.538627,eBrem
e-,0.00104622,-0.000688657,0.00261809,-94.0255,-0.989766,0.142476,-0.00798214,eIoni
gamma,0.579397,0.398172,-0.0223805,-48.3813,0.0513028,0.0278647,0.998294,eBrem
e-,0.417746,0.502513,-0.131036,-46.1439,0.760968,0.183215,0.622383,eIoni
e-,0.00144898,0.20042,0.0653744,-62.7035,0.544333,-0.832114,0.106242,eIoni
gamma,0.0371639,3.63932,-3.65054,-34.5979,0.233638,-0.125683,0.964167,eBrem
e-,0.00365753,16.5572,-10.5996,18.7112,0.175803,0.353388,0.918809,compt
e-,0.00164958,-0.143648,0.0809455,-58.8656,-0.98847,-0.11531,0.098132,eIoni
gamma,0.0124981,-6.10134,-1.71637,-35.2468,-0.623013,-0.158502,0.765984,eBrem
e-,0.0119601,-6.66859,-1.86068,-34.5494,-0.404529,-0.779852,0.477689,phot
e-,0.00407662,0.231894,1.11879,-68.3063,-0.414017,-0.898284,0.147224,eIoni
gamma,0.268602,3.0496,-3.81482,-37.3948,0.105015,-0.661451,0.7426,eBrem
e-,0.352314,4.13626,-3.30837,-32.3995,0.980982,0.142902,0.131353,eIoni
e-,0.0199847,10.1252,-48.3813,12.6393,-0.870491,-0.387845,0.303022,compt
e-,0.00360602,-0.182461,0.725192,-59.8704,0.519145,0.852904,0.0551616,eIoni
gamma,0.00432808,-0.455432,0.841756,-48.1879,-0.0901776,0.0191211,0.995742,eBrem
e-,0.00379008,-0.489899,0.849064,-47.8073,-0.969845,-0.229222,-0.0828129,phot
e-,0.00100511,0.153694,0.103637,-75.325,0.997923,0.0430327,0.0479447,eIoni
e-,0.420081,0.437088,0.0855955,-47.2565,0.832476,-0.291481,0.471192,eIoni
gamma,0.00393129,4.53898,-0.244673,-32.2334,0.402564,-0.773949,0.488821,eBrem
e-,0.00339329,4.60224,-0.3663,-32.1566,0.394248,0.581107,-0.711957,phot
e-,0.00127956,0.00251884,-0.0102307,-94.2001,0.273281,-0.948952,-0.157507,eIoni
e-,0.00101123,0.0430589,-0.576791,-61.2149,-0.232071,0.972693,0.00325576,eIoni
e-,0.00227539,0.00242411,0.00473509,-86.3994,0.746305,0.665577,-0.00604184,eIoni
e-,0.00102002,-0.00609579,-0.00145017,-83.9732,-0.995325,0.0965505,0.00229792,eIoni
e-,0.40456,1.31296,8.91275,-27.6537,0.830054,-0.135751,0.540908,eIoni
gamma,0.0539958,-0.909364,2.64499,-40.8633,-0.253052,0.418879,0.872069,eBrem
e-,0.658724,-8.40498,11.5258,-33.2976,-0.806499,0.396858,0.438251,eIoni
e-,0.0539673,-3.72468,7.30521,-31.1611,-0.416084,0.908969,0.0254981,phot
e-,0.00232363,-0.0284555,-0.0348687,-68.0213,0.408638,-0.912462,0.020706,eIoni
gamma,0.0785885,-8.10555,-1.86848,-34.2708,-0.509568,-0.595466,0.621097,eBrem
e-,0.398651,-0.00352322,0.00266639,-49.7862,-0.566819,-0.568855,0.59592,eIoni
e-,0.470713,0.126601,-0.0571588,-48.472,0.553968,0.503028,0.663387,eIoni
e-,0.603828,-0.111318,-0.730604,-46.0178,-0.109124,0.579945,0.807314,eIoni
gamma,0.210353,0.0959042,0.127596,-46.7787,0.122815,0.0930426,0.988058,eBrem
e-,0.401808,-7.21354,6.6935,-29.7231,-0.381121,0.7429,0.550314,eIoni
e-,0.0727638,3.68774,2.84871,-17.8821,0.122253,-0.382788,0.915711,compt
e-,0.0316151,3.22781,9.6088,-20.5648,0.519223,0.772545,-0.365489,compt
e-,0.0017692,-11.9222,7.4525,-18.0901,-0.407504,0.559326,-0.721869,compt
e-,0.00231176,-12.7308,7.10252,-17.5513,0.321279,-0.17688,0.930319,compt
gamma,0.00991961,-0.114287,-0.0684646,-46.1408,0.136875,-0.373319,0.91755,eBrem
gamma,0.0132721,-6.24887,9.5532,-28.4152,0.00506954,0.169957,0.985438,eBrem
e-,0.000361509,-6.24626,9.64091,-27.9066,-0.801385,0.341139,0.491331,compt
e-,0.012359,5.19133,7.92826,-24.5686,-0.550804,-0.817043,-0.170457,phot
e-,0.00938161,0.0195953,-0.433622,-45.2433,-0.844104,0.112698,0.524203,phot
e-,0.00110477,-0.483666,0.235976,-54.9944,-0.964568,-0.255166,-0.0670754,eIoni
e-,0.833013,-0.518896,-1.27248,-44.3369,0.219325,0.227192,0.948831,eIoni
gamma,0.159026,-6.30048,-9.98514,-38.3915,-0.491358,-0.838764,0.234613,eBrem
e-,0.587831,-7.1404,-11.1532,-38.2587,0.680582,-0.56327,-0.468546,eIoni
e-,0.00132736,-0.0216445,-0.0939025,-88.1922,0.978148,0.17717,0.108798,eIoni
e-,0.0131225,-0.0557337,-0.169393,-81.2957,0.391415,0.912314,0.120323,eIoni
e-,0.0111275,-0.0859819,-0.25331,-78.5725,-0.183516,-0.979452,0.0836383,eIoni
gamma,0.248707,-2.29369,-0.851452,-40.4959,-0.261223,-0.115262,0.958372,eBrem
e-,0.03576,-20.7219,-8.98267,27.1131,-0.900877,-0.282212,0.329814,compt
e-,0.362514,2.96529,2.06478,-34.4888,-0.228227,0.848849,0.476832,eIoni
e-,0.784777,3.75973,2.54335,-31.7711,0.487153,0.770271,0.411539,eIoni
gamma,0.382187,-1.48585,-1.78104,-35.883,-0.394347,0.892538,-0.218785,eBrem
e-,0.0342563,-6.45473,9.46518,-38.6398,0.196554,0.761017,0.618239,compt
e-,0.353599,1.83385,3.35901,-21.6592,-0.323234,0.481705,0.814543,eIoni
e-,0.0011847,-0.481286,0.0986497,-52.5254,-0.829897,0.557274,0.0267671,eIoni
e-,0.00145964,-0.526408,0.110383,-50.8879,-0.441713,0.896908,0.0210864,eIoni
e-,1.2971,-0.617634,0.139054,-49.2628,-0.221502,-0.57701,0.786127,eIoni
gamma,0.0171994,-0.865785,-0.172488,-48.8764,-0.315534,-0.243899,0.917034,eBrem
e-,0.0166614,-5.31663,-3.61286,-35.941,-0.820546,-0.374098,0.432151,phot
gamma,0.477935,0.912338,-3.30423,-37.222,0.780532,-0.185723,0.596889,eBrem
e-,0.145704,8.84369,-5.19145,-31.1567,0.771764,-0.635225,0.0294904,compt
e-,0.0247614,24.3682,43.8317,47.7303,0.617864,0.77334,-0.14209,compt
e-,0.00381633,0.0888756,-0.0131078,-89.618,-0.943685,0.302646,0.13366,eIoni
gamma,0.050456,11.5389,2.11851,-36.2211,0.989867,-0.0314798,0.138467,eBrem
e-,0.00768234,48.3863,0.946683,-31.0668,0.943613,-0.290293,0.159137,compt
e-,0.00252838,0.196456,0.0813367,-62.2759,0.934809,0.346618,0.0773887,eIoni
gamma,0.0137913,1.47931,-0.148799,-46.0638,0.452975,-0.122485,0.883069,eBrem
gamma,0.350959,9.46453,-7.79038,-35.3581,0.791415,-0.349727,-0.501352,eBrem
e-,0.0132533,3.50715,-0.697129,-42.1105,-0.117607,-0.993045,-0.0054793,phot
gamma,0.0282616,-0.524684,-1.78455,-38.3884,-0.0439142,-0.194871,0.979845,eBrem
e-,0.0277236,-1.48191,-6.03227,-17.0301,0.157392,0.987378,0.0176804,phot
gamma,0.0418189,-0.145245,0.293938,-47.5735,-0.167492,0.232588,0.958045,eBrem
e-,0.000955046,-1.00185,1.48347,-42.6737,-0.0606774,0.977244,0.203253,compt
e-,0.000958584,-6.93181,-25.9792,3.88887,-0.614356,-0.785189,-0.0777532,compt
e-,0.00111046,-0.0255023,0.185826,-84.3697,0.649681,-0.748822,0.131071,eIoni
e-,0.0031918,0.0030967,0.341641,-67.6961,-0.623929,0.781103,0.0243095,eIoni
e-,0.0030852,30.6241,5.81881,-118.191,0.615676,-0.787005,0.0395753,eIoni
e-,0.001332,0.0456473,-0.00543052,-85.0085,-0.241831,-0.970143,-0.0184596,eIoni
e-,0.00104018,-0.263,0.789314,-54.431,-0.0757477,0.997113,-0.00532885,eIoni
e-,0.00170637,-0.367552,0.748388,-64.951,-0.980896,0.18344,-0.0647506,eIoni
gamma,0.0877148,0.664459,-1.356,-26.9728,0.471666,-0.456858,0.754196,eBrem
e-,0.00387255,13.2526,-13.5489,-6.84434,0.47125,0.579304,0.665079,compt
e-,0.00227724,0.00248218,-0.000146728,-97.1107,0.746011,0.665926,-0.00322374,eIoni
e-,1.78099,-2.06993,2.03231,-40.2764,0.0414381,0.129632,0.990696,eIoni
e-,0.645275,-1.47124,8.22646,-40.9999,0.185776,0.580164,-0.793031,eIoni
e-,0.0063828,0.398521,0.691674,-77.113,0.993275,-0.0927095,0.0693589,eIoni
e-,0.00154419,0.542951,1.21405,-64.0454,0.835231,0.549897,0.00165031,eIoni
e-,0.00496614,-0.0590511,-0.113031,-92.3292,0.0259328,0.997926,0.0589118,eIoni
gamma,0.440195,-0.476208,-2.04084,-43.1917,0.0709068,-0.183556,0.980449,eBrem
e-,0.541986,-17.5862,7.01555,-38.364,-0.615154,-0.77689,-0.134267,eIoni
e-,0.00110541,0.375423,0.547167,-54.2973,-0.969383,0.242704,0.0373048,eIoni
e-,0.00144821,0.0582789,0.0944101,-76.7692,0.893083,-0.447248,0.0487129,eIoni
e-,0.459385,0.0621053,0.322535,-46.3793,0.238139,0.758819,0.606204,eIoni
gamma,0.0139615,0.605141,-0.963469,-41.8895,0.0972563,-0.427477,0.898779,eBrem
e-,0.0134235,0.810704,-1.86699,-39.9898,0.517369,0.425021,0.742756,phot
e-,0.00500177,-0.003577,0.00186546,-96.9168,0.995424,0.0575649,0.076265,eIoni
e-,0.00136708,-0.328028,-0.0387049,-76.9123,-0.997374,-0.0685184,0.023441,eIoni
gamma,0.0172894,-1.71577,-0.215783,-44.4994,-0.207515,0.00504312,0.978219,eBrem
gamma,0.00397864,-5.33659,-1.63732,-38.2539,-0.426621,-0.245496,0.870475,eBrem
gamma,0.00455136,-7.00907,-5.43138,-23.5576,-0.190685,-0.184899,0.964081,eBrem
e-,0.00401336,-7.02961,-5.4513,-23.4537,0.0458051,0.980702,-0.190069,phot
e-,0.00344064,-5.33811,-1.63819,-38.2508,-0.295705,-0.698553,-0.6516,phot
e-,0.0167514,-4.85197,-0.687902,19.8741,-0.517587,-0.240331,0.821185,phot
e-,0.00119398,0.621042,-0.53124,-51.5621,0.451158,-0.892227,0.0197034,eIoni
e-,0.420165,0.515908,-1.69966,-44.4451,-0.305011,-0.884887,0.352057,eIoni
e-,0.00141748,-0.20934,-0.0888675,-71.4777,0.573512,-0.818634,0.0303739,eIoni
e-,0.66379,-0.626665,0.0413534,-49.3471,0.265091,0.733073,0.626363,eIoni
e-,0.391948,-3.94793,2.30313,-34.4039,-0.190639,0.972789,-0.131678,eIoni
e-,0.441657,-3.18398,4.43031,-41.9846,-0.224411,0.973442,0.0452806,eIoni
e-,0.698033,-1.53929,4.01443,-34.5531,0.0781049,0.69799,0.711835,eIoni
gamma,1.084,-0.754291,4.21286,-30.3849,0.84044,0.216674,0.496702,eBrem
gamma,0.00447567,-1.33872,-0.096582,-41.3326,-0.198652,0.115931,0.973189,eBrem
e-,0.00393767,-1.42922,-0.0437655,-40.8892,0.773965,0.521451,0.359258,phot
e-,0.00319685,0.00883903,0.00603996,-91.6099,-0.970248,0.239557,0.0350908,eIoni
e-,0.00281923,0.229361,-0.205152,-68.1817,0.267597,0.953104,0.141368,eIoni
e-,0.00146677,0.297377,-0.57928,-53.638,-0.0668113,0.985976,0.152928,eIoni
gamma,0.302866,0.353884,-0.404189,-47.8438,0.00126262,-0.127182,0.991879,eBrem
